tag,total_posts,total_views,total_answers,total_comments,total_favorites,year
git,3576,146416594,12249,4934,75943,2010
highcharts,3575,11054688,5118,4829,1319,2013
angular-material,3574,7556760,4876,6276,986,2019
javafx,3574,13582440,4585,5264,2041,2014
magento,3574,17656152,6532,3505,3450,2011
caching,3574,11524061,5798,5104,4732,2012
arraylist,3572,3140389,6284,11441,509,2017
scikit-learn,3571,7032878,4030,7291,1838,2018
asp.net-mvc-4,3571,23384277,6407,4578,6229,2012
mysqli,3570,3782035,5008,13898,476,2016
ansible,3570,3905284,4228,4305,426,2019
razor,3569,7348234,4909,9496,1045,2015
xpath,3567,4327829,4904,6081,931,2016
events,3566,6433468,4837,7148,1301,2014
search,3566,4333567,4964,7393,1046,2015
mysqli,3565,5336922,5559,12604,739,2014
multidimensional-array,3564,5563972,6603,9018,1438,2014
logging,3562,8389457,4334,5488,2042,2016
jupyter-notebook,3561,5027075,4066,5913,1198,2019
twitter-bootstrap,3561,2081967,4851,6673,356,2019
networking,3558,13313340,5087,6471,2943,2013
file-upload,3555,17170379,5216,7117,2896,2013
image-processing,3552,5287098,3889,8510,1689,2016
shell,3552,61247209,10168,4795,14624,2011
ubuntu,3551,35461164,6833,5941,6795,2012
heroku,3549,10042271,6060,4551,5267,2012
mod-rewrite,3549,7646270,5106,4212,1583,2012
tkinter,3547,7878239,4127,7593,953,2016
validation,3547,1223417,3880,6223,302,2020
cakephp,3546,4144405,4298,6883,769,2015
generics,3541,2112374,4998,10584,1162,2018
image-processing,3541,1204955,3088,8275,673,2020
xpath,3539,2933599,4838,6872,487,2017
react-redux,3538,3561719,4457,7029,664,2019
ggplot2,3538,10272917,4099,7669,2480,2015
yii2,3536,5863445,4707,6266,710,2016
amazon-ec2,3536,4072727,3939,6429,951,2018
docker-compose,3535,10368269,4435,6208,2111,2018
memory,3534,5249806,5068,12118,2016,2015
drupal,3533,8142433,6284,2469,1500,2011
nhibernate,3528,6258529,5498,3462,1972,2011
url,3527,5447929,4563,7249,975,2016
amazon-web-services,3526,16472801,5908,3853,5077,2013
mongoose,3524,7966519,4214,5837,1812,2015
oop,3524,20715506,12862,5430,12540,2010
woocommerce,3524,2102856,3499,4347,976,2019
amazon-s3,3524,11526115,4760,5025,2797,2015
encryption,3524,5560239,3905,10256,2157,2016
java-8,3519,10050709,6348,11079,4742,2017
oop,3519,920111,4817,10789,518,2019
assembly,3519,4155139,3616,16776,1265,2017
ios8,3518,6781382,4983,6261,2533,2015
pdo,3518,4473781,5014,12277,776,2014
google-chrome,3518,34465581,7684,5984,8788,2011
join,3518,325113,4835,7485,217,2020
logging,3515,6300016,4130,5770,1502,2017
post,3514,5831109,4145,9645,789,2017
caching,3513,4649616,3761,5957,1398,2016
jsf-2,3509,15543893,4671,5109,2988,2012
matrix,3508,13293316,6094,7216,2660,2013
asp.net-mvc-5,3508,12971028,5053,6796,2876,2014
session,3505,16231528,7169,5505,4186,2011
unit-testing,3503,20832135,9816,3304,8435,2010
iframe,3502,6592423,3917,6817,975,2015
layout,3501,12093415,6049,6022,2003,2013
image-processing,3498,5956046,3733,8842,1841,2017
firefox,3497,6204810,3933,7835,1460,2016
azure,3494,7932653,6240,3332,2483,2012
flexbox,3492,10282990,5451,7559,1865,2017
variables,3482,2241112,4960,9869,489,2018
networking,3482,10502814,4365,6256,2314,2014
math,3481,3972404,5470,11520,1144,2016
twitter,3478,6574945,4415,4307,1812,2013
awk,3478,2280464,7433,8208,542,2016
iis,3477,5979338,3620,7143,1182,2016
graphql,3477,3432869,3484,4123,862,2019
xamarin.android,3472,3463377,3784,7244,733,2017
input,3472,21721041,6732,7239,2308,2013
swiftui,3468,12389566,6909,5304,6048,2019
text,3466,26320577,6268,6788,4995,2013
pyspark,3465,14182673,4394,4467,2618,2017
java-8,3465,6275904,6209,10218,3458,2018
awk,3464,3123562,7074,8067,735,2015
vim,3463,10087112,6577,6091,4207,2013
ssl,3463,4395720,3111,7295,824,2019
apache,3463,19179033,7112,3322,4405,2010
curl,3462,4954020,3457,8842,798,2018
audio,3460,10074379,4494,5844,2745,2013
ecmascript-6,3458,1118039,5349,8446,377,2020
yii2,3456,13212446,5386,5575,1699,2015
pdo,3456,3906911,4483,12147,689,2015
activerecord,3455,4640351,4784,5338,1776,2014
methods,3455,11078596,7528,8297,1375,2013
input,3452,11597348,6103,7803,1326,2014
methods,3451,6411344,6744,9262,1171,2014
multithreading,3451,37398484,12704,3488,17127,2009
rxjs,3447,2846515,4964,7086,810,2019
jdbc,3445,6298506,4059,9291,824,2016
arraylist,3445,22070077,8379,9568,1925,2013
filter,3439,677717,4409,5731,306,2020
gulp,3439,6507853,3813,4810,2902,2016
jupyter-notebook,3438,341940,2050,4555,168,2021
validation,3437,23392274,8022,3110,4812,2010
email,3431,3125623,3572,8145,564,2018
twitter-bootstrap,3430,1071530,4064,5279,238,2020
google-sheets,3429,6081045,4196,4390,961,2017
inheritance,3428,2396403,5143,11162,900,2017
canvas,3428,3246290,3608,7006,840,2017
video,3428,12730257,4363,4787,3262,2013
spring-data-jpa,3425,1281428,3276,7072,424,2020
shiny,3425,4077475,3289,5814,1620,2017
recursion,3418,927800,5340,10159,599,2019
design-patterns,3417,8576686,7725,6286,5251,2012
vb.net,3416,173645,2665,10127,80,2021
linq,3416,40144736,9982,2624,9361,2009
plot,3415,14564398,4351,5910,2634,2014
activerecord,3413,3547839,4832,5893,1027,2015
svg,3409,1676874,3612,6702,546,2019
angularjs,3407,839870,2998,4912,209,2020
video,3406,6510366,3359,6509,1654,2017
tsql,3406,176040,4767,11799,159,2021
primefaces,3404,7855433,3791,5822,1040,2014
jquery-ui,3404,3827221,4106,6684,581,2015
maven,3401,40215594,7584,3322,8851,2011
netbeans,3398,9021471,4383,7109,1113,2014
pdo,3398,8513551,5582,10783,1145,2013
android-activity,3395,15302043,6777,5219,3925,2012
awk,3393,2006668,7572,8258,629,2017
logging,3392,12033602,4700,4599,2351,2014
gcc,3391,21250340,6639,9130,5821,2012
variables,3388,33874845,9466,5847,5354,2011
jpa,3388,21671059,5587,4410,4769,2012
magento,3388,3100211,3587,5424,527,2016
deep-learning,3387,365128,1989,4274,290,2021
logging,3386,16852470,5412,4802,3755,2013
jdbc,3383,19702382,5838,7717,1899,2013
react-router,3383,1620538,3724,5789,355,2020
multidimensional-array,3381,2808732,5724,9635,772,2017
optimization,3378,6651983,6354,11921,3128,2013
memory,3378,11974602,6711,8775,3798,2012
generics,3376,511059,3931,9161,577,2020
math,3375,519700,4152,9425,389,2020
encryption,3375,5064874,3596,10263,1927,2017
ms-access,3371,379436,3460,8921,122,2020
memory,3371,6714476,5278,10949,2667,2014
pointers,3370,820098,5298,14409,527,2019
multidimensional-array,3370,10573272,6920,7900,1392,2013
android-fragments,3369,2899525,4459,8246,684,2018
github,3368,30933931,6489,5102,11405,2013
heroku,3365,3322903,3493,6667,932,2018
checkbox,3365,15336772,6275,6450,1340,2013
vector,3363,13188082,6935,9816,2245,2013
spring,3363,31663822,7523,2798,8552,2010
ssl,3360,21385370,4801,4816,4355,2013
dplyr,3355,5143468,5166,6892,1774,2017
batch-file,3353,1464138,4074,10729,639,2019
beautifulsoup,3352,2466043,4513,6485,679,2018
gcc,3352,4359452,3908,13565,1404,2017
user-interface,3352,20230713,8389,3250,8008,2010
pdf,3348,18326801,5471,5525,3671,2012
batch-file,3348,33966737,6333,4194,3248,2012
sorting,3346,25665375,9149,6180,5437,2011
cmake,3346,1357331,2414,9136,377,2020
wordpress,3345,13644165,7025,2453,2359,2010
xslt,3344,1912536,4026,6711,298,2016
google-maps-api-3,3343,6536911,4046,6116,1131,2015
excel-formula,3342,3200599,4909,7478,417,2017
winapi,3341,3505739,3651,12846,1368,2015
powerbi,3337,1300581,3025,3847,196,2020
matrix,3336,420918,3918,7028,307,2020
activerecord,3334,7385284,5119,4677,1722,2013
xpath,3334,10263590,4972,4848,1274,2013
django-rest-framework,3334,4241448,4060,6023,1134,2018
date,3334,60459266,9848,5014,8302,2011
vector,3333,3057203,4889,11754,761,2017
neural-network,3332,8317996,3829,5520,4031,2017
layout,3331,12447626,6117,4947,2253,2012
testing,3331,11204648,6020,3906,3234,2012
objective-c,3328,1329450,3268,7270,660,2019
random,3327,14497646,7578,9218,2958,2013
firefox,3324,14775636,6446,5717,3238,2011
cookies,3324,12940950,4639,6522,3231,2013
audio,3322,4622209,3428,5937,1459,2016
gridview,3320,4691947,4218,7037,708,2015
serialization,3317,6123473,4218,7529,1306,2015
nhibernate,3317,6262187,5709,2700,2375,2010
mysqli,3317,2171778,4298,13000,439,2017
sql-server-2008,3317,34178253,8230,3673,4448,2010
mvvm,3316,9208348,5039,5841,2473,2013
google-maps-api-3,3316,6504977,3797,6271,1318,2014
c++11,3315,549321,4120,12468,674,2020
dynamic,3312,9452507,5352,6878,1750,2013
button,3310,5540997,5134,7209,670,2016
sprite-kit,3309,2174988,3797,6844,1345,2015
jestjs,3308,453107,1943,3932,166,2021
android-listview,3308,3561091,4931,8078,781,2015
cookies,3307,6094753,3656,6814,1358,2016
haskell,3304,757201,4510,9290,754,2019
serialization,3304,8380614,4425,6752,2148,2014
azure-active-directory,3302,1585953,3600,4921,599,2020
stored-procedures,3301,3559049,4166,9541,439,2017
input,3300,6497607,5440,7782,691,2015
spring-data-jpa,3300,6260901,3761,7836,1110,2018
networking,3298,17551249,5477,5531,3631,2012
excel-formula,3298,1772908,4567,7558,436,2018
vim,3294,5325512,5490,5445,2296,2014
group-by,3291,372511,4807,5494,315,2020
dom,3290,26347027,7608,5714,5730,2011
methods,3290,3704745,6024,8912,738,2015
ios6,3287,12919206,5960,4659,6818,2012
debugging,3284,1173060,2828,7443,487,2020
react-hooks,3281,13733444,5271,6087,3180,2019
select,3280,3998129,5267,7675,488,2016
asp.net-web-api,3278,3752538,3509,9090,750,2018
sockets,3278,1549834,2676,9784,462,2019
ffmpeg,3278,1608526,2357,5407,424,2020
promise,3274,6347134,4729,10190,1493,2017
design-patterns,3274,6130947,6385,7265,3354,2013
apache-flex,3272,8926999,7298,1351,1667,2009
hive,3266,6078691,3633,5515,948,2017
sass,3265,1727998,3377,4919,427,2020
sprite-kit,3263,3589999,4126,6662,1813,2014
join,3263,15765491,6442,5761,2349,2012
serialization,3262,11716605,5068,6633,2189,2013
svn,3257,18174950,8372,3056,5206,2010
memory-management,3254,8323153,6828,8056,3925,2012
data-structures,3252,546438,4117,9555,466,2020
jakarta-ee,3251,5487912,3774,6437,1061,2015
svn,3250,9713005,4661,4234,1611,2013
boost,3250,6606482,4423,7288,2063,2013
apache-spark-sql,3249,6790458,3816,5241,1574,2018
debugging,3248,29496655,9258,3937,9360,2010
iframe,3247,16610787,4972,4848,2432,2012
file-io,3246,7949650,5213,9549,1147,2014
mobile,3245,5882749,4000,4981,1288,2014
asynchronous,3244,244280,2958,7721,246,2021
highcharts,3244,4684953,3813,5531,648,2014
actionscript-3,3243,860564,3597,6366,215,2015
memory-management,3241,10180346,7867,6323,5873,2011
struct,3240,4564023,5613,11603,985,2015
text,3240,8220999,5300,7226,1465,2014
server,3240,4204311,3374,7781,801,2017
google-app-engine,3239,2836675,3505,4728,1035,2017
xamarin,3236,8423939,4590,4555,1874,2014
typescript,3234,27953707,5744,4237,5475,2015
joomla,3231,4938216,4549,5361,549,2013
security,3231,3002309,3349,6840,1108,2018
eloquent,3230,3317643,4732,7646,512,2018
paypal,3228,4349352,3964,3274,1129,2013
scikit-learn,3220,10582160,3865,6620,2526,2017
tkinter,3220,8084687,3994,6588,1084,2015
shiny,3220,1349650,2914,4813,932,2019
ssh,3219,9637415,4161,6727,1822,2016
pdf,3219,2281788,2840,7638,568,2019
memory-management,3219,10934645,5882,10031,3577,2013
rxjs,3214,1050730,4414,5701,359,2020
visual-studio-2012,3214,4415941,3691,7901,796,2015
razor,3213,4605293,3966,8721,594,2016
email,3208,905456,2675,5970,270,2020
kubernetes,3208,12917557,4953,3573,3793,2017
beautifulsoup,3208,184217,4029,5202,173,2021
post,3205,3836722,3541,8548,524,2018
jenkins,3204,15515088,4675,3950,2270,2014
image-processing,3203,14399042,5561,5753,6040,2012
logging,3201,1010933,2798,4701,350,2020
pdf,3200,225316,1632,4971,191,2021
excel-formula,3198,678398,4216,7383,388,2019
kendo-ui,3193,13305951,4538,3048,1202,2013
google-app-engine,3185,6318680,6087,2487,3223,2010
design-patterns,3185,8889494,8028,5115,6959,2011
audio,3184,10574996,4734,4521,3305,2012
sed,3184,5419115,8200,6221,978,2014
soap,3183,4854820,3036,4978,760,2015
wcf,3182,20640207,7484,2004,6182,2009
groovy,3180,8254136,3799,5337,1088,2017
django-views,3180,140766,2602,4742,129,2021
highcharts,3179,2315602,3050,7020,440,2016
assembly,3179,2417099,2813,14984,879,2018
visual-c++,3178,5365909,4100,9433,1043,2014
user-interface,3177,2768267,3510,7302,602,2018
excel,3175,44740802,7284,2884,4070,2010
core-data,3174,2567730,3798,6324,1266,2015
google-cloud-functions,3174,2807958,3641,5966,814,2019
serialization,3174,4730228,3846,7402,1053,2016
graphql,3172,304618,1785,3576,140,2021
vim,3169,17289463,6781,4618,8001,2012
svg,3168,13781077,4438,5096,3282,2013
winapi,3168,12365447,7003,3625,3484,2010
exception,3168,28136506,7758,5832,5593,2011
plot,3166,3451585,3316,6170,788,2018
servlets,3165,3962796,3315,7704,533,2016
azure-devops,3164,4312316,4075,5800,1044,2018
random,3163,4026708,5478,9106,840,2016
iis,3163,18805717,5175,4979,3318,2012
matrix,3159,1834649,4208,7791,620,2018
events,3158,4910883,4087,6613,901,2015
authentication,3157,15151455,5587,3074,5601,2011
image-processing,3157,2578705,3175,7631,952,2019
boost,3156,4680654,3941,7136,1486,2014
visual-c++,3154,13854447,6504,6052,4283,2011
networking,3154,4211910,3325,6744,1099,2017
generics,3154,1110154,4048,8701,859,2019
async-await,3153,2887408,4472,10388,834,2019
file,3152,48812097,9025,4031,8725,2010
if-statement,3151,27354823,8462,7424,2442,2012
url,3147,3702570,3958,6833,626,2017
iis,3145,4330323,3026,6777,730,2017
caching,3144,4179891,3330,5875,1163,2017
xpath,3144,533417,4410,4676,229,2020
c++11,3144,19242479,6890,11305,11506,2012
generics,3141,14540069,8641,5954,4703,2011
dom,3139,507652,3730,6977,208,2020
input,3138,691529,3858,6762,182,2020
math,3137,2633030,4785,11527,910,2017
opengl,3137,3081463,3179,7383,939,2016
file-upload,3136,10178728,3976,6799,1703,2014
charts,3136,5245080,3394,4824,880,2016
security,3134,948216,2778,5172,476,2020
validation,3133,2585442,3968,6391,497,2019
haskell,3132,8738565,7436,6183,8651,2011
ionic2,3131,10574205,4490,4414,1687,2016
testing,3131,251390,2178,3820,136,2021
swing,3128,880251,3159,9605,254,2018
pyqt5,3127,794573,2606,5703,291,2020
javafx,3127,622150,2366,9372,245,2020
memory,3127,3755153,4069,11135,1578,2016
qt,3125,204815,1959,5896,211,2021
encryption,3125,11901943,4613,8436,3389,2013
exception,3125,5198552,4395,9082,1273,2016
meteor,3122,1610314,3333,5742,421,2017
layout,3121,6254448,4729,5588,1260,2014
spring-security,3121,10107474,3810,5400,2489,2015
image-processing,3120,3957721,3238,8184,1335,2018
lambda,3115,6316310,5074,8762,2085,2016
promise,3114,3854395,4377,9746,807,2018
firebase-authentication,3112,5425121,3882,5752,1522,2017
websocket,3111,1289073,2215,4572,470,2020
server,3108,954020,2419,5992,249,2020
networking,3107,955327,2435,5666,358,2020
button,3106,5158428,4668,6929,556,2017
templates,3105,873548,4093,8819,801,2019
jdbc,3103,4652744,3571,9435,683,2017
dom,3103,5395418,4502,8086,1176,2016
mod-rewrite,3102,1410798,3326,5141,280,2016
qt,3102,20056867,6623,2636,4274,2010
wcf,3100,2423266,2860,6615,467,2016
android-intent,3099,3834744,4495,7729,942,2016
xslt,3098,10582542,5817,5381,1517,2011
struct,3098,6113151,5743,10356,1651,2014
model-view-controller,3095,3182027,3734,6815,556,2016
c++,3094,104079210,19838,3200,70983,2008
csv,3094,25260184,6381,5894,3914,2012
cocoa-touch,3094,34087492,9987,1773,20044,2009
checkbox,3093,4043562,4637,7034,481,2017
jakarta-ee,3092,15942778,5762,3253,4072,2011
debugging,3091,3209569,3328,7997,1050,2018
random,3091,3403316,5092,9821,811,2017
spring-data-jpa,3090,3037953,3451,7007,641,2019
google-maps,3089,2449834,3318,5473,583,2019
delphi,3089,2933292,3276,12401,739,2017
flash,3088,9970274,7384,1543,2207,2009
browser,3088,11160981,4576,6533,2336,2013
objective-c,3087,641057,2603,6487,350,2020
cocos2d-iphone,3086,3043630,4488,3140,960,2012
groovy,3084,8529870,4116,4940,1157,2014
amazon-ec2,3083,2290471,3314,5499,578,2019
ssl,3083,374669,1562,4590,155,2021
highcharts,3080,2970332,3143,6536,492,2015
unix,3075,1705741,4195,8182,450,2018
angularjs-directive,3075,3080559,3950,5768,569,2016
file-upload,3073,16854550,5184,5360,3311,2012
awk,3071,12992550,7950,5203,2124,2013
optimization,3070,2973493,4642,11470,1710,2015
cocoa,3070,2898028,3726,4897,1644,2015
responsive-design,3070,8688307,4917,5819,1517,2014
model-view-controller,3066,7264247,5210,3563,3235,2012
apache-kafka,3066,8393140,3819,4120,2194,2017
string,3063,178704916,16928,4805,32068,2009
join,3058,1585197,4733,8375,946,2018
parsing,3058,1174905,3878,7500,372,2019
neo4j,3056,2354118,3877,3912,861,2015
swing,3056,242621,2766,8530,197,2020
expo,3054,1853833,2751,3022,364,2020
facebook-graph-api,3054,4184085,2858,5645,934,2016
rxjs,3053,9848839,4529,5953,2597,2017
java-8,3053,24495202,6146,8792,8657,2015
terraform,3049,2344085,3373,4782,482,2020
ssh,3048,10479283,4022,5685,2119,2015
firebase-realtime-database,3048,176712,2436,5626,122,2021
logging,3043,4162445,3302,5601,992,2018
java-8,3041,12348284,5180,9095,4529,2016
input,3041,6197144,4805,7421,851,2016
optimization,3040,564845,3216,8722,556,2020
twitter,3040,6472233,4340,3328,2167,2012
pandas,3039,98268567,6342,4846,21905,2013
search,3038,3139827,4144,6699,733,2016
netbeans,3036,11189057,4540,5714,1210,2013
curl,3035,1044652,2513,6346,266,2020
sed,3035,2765314,6424,6947,550,2016
google-bigquery,3032,2084962,3904,4878,604,2019
xpath,3028,1801776,4355,5952,393,2018
browser,3027,13144257,5347,5420,2820,2012
laravel-4,3026,7861020,4092,5615,1135,2015
google-maps-api-3,3026,5058325,3518,5411,952,2016
ionic3,3026,7048852,3943,5788,1301,2017
google-cloud-platform,3024,6108414,4002,3560,2208,2017
optimization,3022,2628389,4134,11032,2134,2016
heroku,3021,2293886,2943,6151,493,2019
xslt,3021,1497702,3524,6154,268,2017
entity-framework,3018,13922604,5850,2501,4668,2010
datetime,3017,58687973,8815,4559,6300,2011
mvvm,3017,5200692,4024,6075,1286,2014
cocoa-touch,3017,7498646,5169,6092,2988,2014
internet-explorer,3016,16010938,6747,4729,3151,2010
listview,3015,2151014,3814,7545,532,2018
select,3015,421820,4174,5313,167,2020
.htaccess,3015,638104,2779,6026,211,2019
iframe,3014,5004396,3186,5905,763,2016
react-router,3014,14898150,4228,5232,2922,2017
sql-server-2005,3012,50418550,9812,2631,6875,2009
c#-4.0,3012,5019018,4078,6098,675,2014
stored-procedures,3011,17610628,5318,5455,1664,2012
unix,3011,35206661,7907,4552,8288,2011
flexbox,3009,3940417,4413,6372,627,2018
amazon-ec2,3006,6453194,3830,4925,1641,2015
cassandra,3005,3914610,3509,3972,954,2016
ipad,3004,4448599,4075,5803,1471,2014
cocoa,3004,20162086,8085,1880,12905,2009
math,3004,22430812,8772,8119,6132,2011
kendo-ui,3003,8399107,3881,3206,785,2014
sed,2998,3077759,6474,6638,636,2015
sqlite,2997,23272361,6635,2748,7220,2010
ssh,2996,5967403,3461,6484,1379,2017
animation,2993,13979997,5387,3082,4203,2011
curl,2993,24969612,4932,5887,3726,2012
woocommerce,2993,7152100,3446,4297,1552,2016
optimization,2993,9086104,6649,9382,5048,2012
soap,2992,6997492,3154,4483,887,2014
neo4j,2991,3438592,3804,3469,1186,2014
web-scraping,2990,4529623,3569,5653,1574,2016
firebase-authentication,2990,3833735,3558,5730,1192,2018
variables,2989,1060888,4114,8049,257,2019
web-applications,2989,8982249,4680,4828,2529,2013
rest,2988,24850522,5859,3046,8258,2011
matplotlib,2985,35761574,4488,5686,7065,2013
excel-formula,2984,287725,3698,6657,470,2020
spring-security,2983,7900227,3402,4582,1826,2016
powerbi,2980,182383,1942,2779,108,2021
core-data,2979,5984031,5010,2613,3858,2011
vector,2977,489907,3922,9513,319,2020
indexing,2973,15964253,4965,5781,2813,2013
java-8,2970,2732544,4946,8918,2066,2019
drupal,2969,5895306,6018,1717,1062,2010
soap,2969,11371373,3567,4526,2542,2013
twitter,2963,4305692,3424,3761,1159,2014
